OrderID,OrderDate,Week,Month,Year,ProductID,ProductCategory,ProductName,UnitsSold,UnitPrice,Revenue,CostPerUnit,Profit,StoreID,Region,PromotionApplied,Holiday,CustomerSegment,Temperature,FootTraffic,ProfitPerUnit,ProfitMargin
ORD06097,2024-07-22,30,7,2024,EL_720,Electrnics,Unknown Product,8.0,115.63,925.04,65.08,404.4,STORE_41,North,No,No,Wholesale,8.2,109.0,50.55,43.717028452823655
ORD06098,2024-02-10,6,2,2024,GR_834,Grocery,Eggs,10.0,475.24,4752.4,343.67,1315.6999999999994,STORE_13,North,No,No,Online,21.2,89.0,131.56999999999994,27.684959178520312
ORD06099,2021-08-18,33,8,2021,CL_998,Clothng,Unknown Product,8.0,189.6,1516.8,105.54,672.4799999999999,STORE_41,West,Yes,No,Retail,-0.9,102.0,84.05999999999999,44.335443037974684
ORD06100,2021-08-25,34,8,2021,CL_312,Clothing,T-Shirt,9.0,426.75,3840.75,262.62,1477.17,STORE_28,South,False,No,Retail,29.1,99.0,164.13,38.46045694200352
ORD06101,2021-06-04,22,6,2021,EL_332,Electrnics,Unknown Product,11.0,328.93,3618.23,221.84,1177.9899999999998,STORE_1,East,Yes,No,Retail,16.4,100.0,107.08999999999997,32.557079013771926
ORD06102,2021-01-18,3,1,2021,HO_139,Home,Microwave,18.0,477.16,8588.880000000001,329.48,2658.2400000000007,STORE_11,West,False,No,Wholesale,29.9,115.0,147.68000000000004,30.949786235225083
ORD06103,2023-03-17,11,3,2023,GR_960,Grocery,Cereal,8.0,304.58,2436.64,220.82,670.0799999999999,STORE_28,South,False,No,Retail,6.0,118.0,83.75999999999999,27.500164160483287
ORD06104,2021-11-12,45,11,2021,CL_337,Clothng,Unknown Product,5.0,177.14,885.6999999999999,127.52,248.0999999999999,STORE_1,North,Yes,No,Online,1.8,102.0,49.61999999999998,28.011742124872974
ORD06105,2024-01-26,4,1,2024,EL_691,Electronics,Headphones,11.0,71.87,790.57,53.81,198.65999999999997,STORE_30,North,Yes,No,Retail,7.5,114.0,18.06,25.12870460553777
ORD06106,2023-03-21,12,3,2023,GR_958,Grocery,Eggs,11.0,185.62,2041.8200000000002,93.51,1013.21,STORE_45,South,No,No,Wholesale,28.0,91.0,92.11,49.622885464928345
ORD06107,2022-05-10,19,5,2022,EL_252,Electronics,Smartphone,8.0,436.28,3490.24,338.54,781.9199999999996,STORE_33,West,False,No,Retail,14.5,98.0,97.73999999999995,22.4030439167507
ORD06108,2022-08-26,34,8,2022,BO_298,Books,Textbook,15.0,204.88,3073.2,112.28,1388.9999999999998,STORE_17,North,Yes,No,Online,20.4,101.0,92.59999999999998,45.19718859820382
ORD06109,2021-05-14,19,5,2021,CL_533,Clothng,Unknown Product,9.0,487.71,4389.389999999999,321.34,1497.3299999999995,STORE_6,West,Yes,No,Retail,30.8,103.0,166.36999999999995,34.11248487830883
ORD06110,2024-04-09,15,4,2024,EL_373,Electronics,Tablet,12.0,237.96,2855.52,171.64,795.8400000000001,STORE_36,West,False,No,Retail,12.5,105.0,66.32000000000001,27.870230290805182
ORD06111,2021-03-03,9,3,2021,BO_939,Books,Textbook,12.0,319.58,3834.96,236.65,995.1599999999999,STORE_3,South,False,No,Retail,1.9,101.0,82.92999999999999,25.949683960197756
ORD06112,2022-09-25,38,9,2022,CL_701,Clothng,Unknown Product,4.0,52.96,211.84,30.64,89.28,STORE_25,North,Yes,No,Retail,13.1,107.0,22.32,42.14501510574018
ORD06113,2023-07-27,30,7,2023,EL_805,Electronics,Tablet,9.0,284.19,2557.71,149.0,1216.71,STORE_30,West,Yes,No,Online,18.5,92.0,135.19,47.57028748372568
ORD06114,2022-01-09,1,1,2022,EL_360,Electronics,Headphones,11.0,49.07,539.77,25.71,256.96,STORE_12,North,No,No,Retail,21.1,104.0,23.36,47.60546158549012
ORD06115,2023-06-27,26,6,2023,CL_904,Clothing,Jacket,10.0,264.97,2649.7000000000003,202.85,621.2000000000003,STORE_49,South,No,No,Wholesale,9.4,99.0,62.120000000000026,23.444163490206446
ORD06116,2024-06-23,25,6,2024,BO_188,Books,Textbook,9.0,428.74,3858.66,335.67,837.6299999999997,STORE_27,North,False,No,Retail,20.9,103.0,93.06999999999996,21.707794933992623
ORD06117,2021-09-09,36,9,2021,CL_762,Clothng,Unknown Product,12.0,251.95,3023.3999999999996,201.02,611.1599999999994,STORE_31,North,False,No,Wholesale,17.6,97.0,50.92999999999995,20.214328239730087
ORD06118,2024-03-15,11,3,2024,BO_574,Books,Textbook,10.0,103.34,1033.4,73.71,296.3000000000002,STORE_23,East,No,No,Retail,33.7,79.0,29.630000000000017,28.67234371976003
ORD06119,2024-04-01,14,4,2024,GR_866,Grocery,Eggs,8.0,109.39,875.12,55.97,427.36,STORE_28,North,Yes,No,Retail,20.9,89.0,53.42,48.83444556175153
ORD06120,2024-09-10,37,9,2024,CL_643,Clothng,Unknown Product,8.0,278.52,2228.16,171.49,856.2399999999998,STORE_46,East,False,No,Retail,32.1,104.0,107.02999999999997,38.428120063191145
ORD06121,2022-11-18,46,11,2022,HO_466,Home,Vacuum,10.0,138.72,1387.2,90.45,482.70000000000005,STORE_5,South,False,No,Retail,36.2,112.0,48.27,34.79671280276817
ORD06122,2021-09-17,37,9,2021,EL_849,Electrnics,Unknown Product,8.0,351.66,2813.28,200.07,1212.7200000000003,STORE_4,East,Yes,No,Retail,26.4,107.0,151.59000000000003,43.10697833134278
ORD06123,2024-09-21,38,9,2024,HO_857,Home,Vacuum,7.0,98.56,689.9200000000001,54.24,310.24000000000007,STORE_6,East,No,No,Retail,29.9,102.0,44.32000000000001,44.96753246753247
ORD06124,2021-04-04,13,4,2021,CL_486,Clothng,Unknown Product,8.0,194.45,1555.6,145.37,392.6399999999999,STORE_27,West,False,No,Wholesale,8.6,118.0,49.079999999999984,25.24042170223707
ORD06125,2022-02-03,5,2,2022,EL_354,Electronics,Tablet,10.0,187.2,1872.0,146.6,406.0,STORE_4,East,Yes,No,Wholesale,31.3,104.0,40.6,21.688034188034187
ORD06126,2021-04-17,15,4,2021,EL_314,Electronics,Headphones,13.0,330.75,4299.75,171.68,2067.91,STORE_3,East,False,No,Retail,33.6,100.0,159.07,48.09372637944066
ORD06127,2022-01-08,1,1,2022,CL_426,Clothng,Unknown Product,12.0,304.4,3652.7999999999997,170.72,1604.1599999999999,STORE_43,North,Yes,No,Wholesale,37.3,89.0,133.67999999999998,43.91590013140604
ORD06128,2022-11-18,46,11,2022,CL_800,Clothing,T-Shirt,13.0,122.09,1587.17,87.85,445.1200000000001,STORE_41,North,Yes,No,Online,33.7,106.0,34.24000000000001,28.044884920959955
ORD06129,2021-10-28,43,10,2021,TO_336,Toys,Puzzle,7.0,98.19,687.3299999999999,58.54,277.54999999999995,STORE_49,North,Yes,No,Retail,9.2,83.0,39.64999999999999,40.38089418474386
ORD06130,2024-12-06,49,12,2024,GR_900,Grocery,Milk,10.0,460.16,4601.6,322.39,1377.7000000000007,STORE_8,West,No,No,Wholesale,34.1,101.0,137.77000000000007,29.93958623087623
ORD06131,2022-10-15,41,10,2022,EL_372,Electrnics,Unknown Product,13.0,39.6,514.8000000000001,25.49,183.43000000000006,STORE_13,East,Yes,No,Retail,19.7,80.0,14.110000000000005,35.63131313131314
ORD06132,2022-04-26,17,4,2022,CL_679,Clothng,Unknown Product,10.0,183.49,1834.9,92.72,907.7,STORE_38,South,No,No,Wholesale,10.4,105.0,90.77000000000001,49.468635892964194
ORD06133,2021-05-15,19,5,2021,EL_873,Electrnics,Unknown Product,9.0,477.15,4294.349999999999,328.68,1336.2299999999996,STORE_4,North,No,No,Online,8.4,115.0,148.46999999999994,31.1160012574662
ORD06134,2024-12-17,51,12,2024,BO_469,Books,Textbook,7.0,189.93,1329.51,131.0,412.51,STORE_47,West,Yes,No,Online,15.5,103.0,58.93,31.027220554941294
ORD06135,2024-07-30,31,7,2024,GR_741,Grocery,Eggs,8.0,185.68,1485.44,133.16,420.1600000000001,STORE_20,East,No,No,Online,16.1,100.0,52.52000000000001,28.28522188711763
ORD06136,2021-06-10,23,6,2021,EL_123,Electronics,Tablet,13.0,473.93,6161.09,249.19,2921.6200000000003,STORE_25,East,No,No,Retail,24.8,101.0,224.74000000000004,47.42050513788957
ORD06137,2021-08-09,32,8,2021,HO_388,Home,Blender,8.0,362.38,2899.04,274.16,705.7599999999998,STORE_13,South,No,No,Retail,22.5,98.0,88.21999999999997,24.344610629725693
ORD06138,2023-11-03,44,11,2023,TO_812,Toys,Doll,7.0,26.14,182.98000000000002,13.42,89.04000000000002,STORE_37,South,No,No,Retail,6.7,108.0,12.720000000000002,48.66105585309871
ORD06139,2024-08-13,33,8,2024,BO_371,Books,Novel,10.0,151.56,1515.6,109.04,425.1999999999998,STORE_1,East,False,No,Retail,18.3,102.0,42.51999999999998,28.05489575085773
ORD06140,2021-01-04,1,1,2021,BO_904,Books,Biography,10.0,144.0,1440.0,87.62,563.8,STORE_3,East,False,No,Retail,7.8,83.0,56.379999999999995,39.15277777777778
ORD06141,2024-08-27,35,8,2024,GR_194,Grocery,Cereal,8.0,62.01,496.08,37.25,198.07999999999998,STORE_26,East,False,No,Retail,19.4,102.0,24.759999999999998,39.92904370262861
ORD06142,2022-08-16,33,8,2022,BO_628,Books,Textbook,14.0,490.66,6869.240000000001,269.43,3097.2200000000007,STORE_38,South,No,No,Online,6.8,111.0,221.23000000000005,45.08824848163698
ORD06143,2022-02-02,5,2,2022,TO_884,Toys,Puzzle,11.0,353.15,3884.6499999999996,236.49,1283.2599999999993,STORE_13,East,No,No,Retail,24.0,101.0,116.65999999999994,33.03412147812543
ORD06144,2021-07-25,29,7,2021,EL_505,Electrnics,Unknown Product,8.0,133.02,1064.16,75.22,462.4000000000001,STORE_49,East,False,No,Retail,19.1,91.0,57.80000000000001,43.45211246429109
ORD06145,2022-09-14,37,9,2022,TO_673,Toys,Board Game,10.0,285.07,2850.7,213.54,715.2999999999997,STORE_7,North,No,No,Retail,20.1,94.0,71.52999999999997,25.09208264636755
ORD06146,2023-12-20,51,12,2023,TO_892,Toys,Puzzle,10.0,128.09,1280.9,78.33,497.60000000000014,STORE_15,East,False,No,Online,13.3,108.0,49.76000000000001,38.84768522132876
ORD06147,2021-06-12,23,6,2021,GR_290,Grocery,Cereal,11.0,131.82,1450.02,66.3,720.72,STORE_26,West,False,No,Retail,31.4,108.0,65.52,49.70414201183432
ORD06148,2023-11-14,46,11,2023,BO_632,Books,Textbook,12.0,27.9,334.79999999999995,17.61,123.47999999999996,STORE_7,South,Yes,No,Wholesale,28.9,96.0,10.289999999999997,36.88172043010752
ORD06149,2021-12-15,50,12,2021,HO_789,Home,Microwave,9.0,410.08,3690.72,205.67,1839.6899999999998,STORE_38,East,False,No,Retail,11.2,101.0,204.40999999999997,49.84637143971908
ORD06150,2022-07-02,26,7,2022,HO_426,Home,Lamp,7.0,170.73,1195.11,89.88,565.9499999999999,STORE_31,South,False,No,Retail,29.1,94.0,80.85,47.355473554735546
ORD06151,2023-02-10,6,2,2023,EL_425,Electrnics,Unknown Product,5.0,416.48,2082.4,266.54,749.7,STORE_46,West,No,No,Retail,19.1,113.0,149.94,36.00172877449097
ORD06152,2024-07-09,28,7,2024,BO_894,Books,Biography,10.0,157.09,1570.9,79.29,778.0,STORE_38,South,False,No,Retail,13.0,105.0,77.8,49.52574957031001
ORD06153,2021-03-24,12,3,2021,CL_202,Clothing,Sneakers,15.0,400.9,6013.5,223.41,2662.35,STORE_5,East,No,No,Wholesale,42.8,103.0,177.48999999999998,44.27288600648541
ORD06154,2023-03-07,10,3,2023,GR_182,Grocery,Milk,12.0,182.73,2192.7599999999998,119.23,761.9999999999998,STORE_5,West,False,No,Wholesale,22.0,110.0,63.49999999999998,34.75072511355551
ORD06155,2022-12-16,50,12,2022,EL_121,Electrnics,Unknown Product,6.0,216.39,1298.34,170.13,277.55999999999995,STORE_14,South,No,No,Retail,20.8,106.0,46.25999999999999,21.378067378344653
ORD06156,2021-06-22,25,6,2021,CL_628,Clothng,Unknown Product,9.0,156.79,1411.11,96.09,546.2999999999998,STORE_19,West,No,No,Retail,31.3,80.0,60.69999999999998,38.714203711971415
ORD06157,2022-10-11,41,10,2022,GR_789,Grocery,Milk,13.0,458.95,5966.349999999999,329.57,1681.9399999999996,STORE_19,West,Yes,No,Retail,9.5,109.0,129.37999999999997,28.190434687874493
ORD06158,2024-11-07,45,11,2024,HO_465,Home,Blender,9.0,243.94,2195.46,133.84,990.9000000000001,STORE_50,South,Yes,Yes,Retail,26.9,82.0,110.10000000000001,45.13404935639912
ORD06159,2021-11-18,46,11,2021,CL_123,Clothing,T-Shirt,12.0,402.8,4833.6,215.92,2242.5600000000004,STORE_15,South,False,Yes,Retail,11.2,103.0,186.88000000000002,46.395233366434965
ORD06160,2023-06-12,24,6,2023,HO_819,Home,Microwave,13.0,285.97,3717.6100000000006,217.34,892.1900000000005,STORE_12,South,Yes,No,Retail,12.2,92.0,68.63000000000004,23.999020876315708
ORD06161,2022-11-17,46,11,2022,GR_112,Grocery,Cereal,11.0,385.33,4238.63,255.79,1424.94,STORE_30,North,No,No,Online,24.3,94.0,129.54,33.61793787143487
ORD06162,2024-05-27,22,5,2024,BO_917,Books,Comics,9.0,465.8,4192.2,346.98,1069.3799999999997,STORE_24,North,No,No,Wholesale,20.6,93.0,118.81999999999996,25.508802060970364
ORD06163,2023-11-27,48,11,2023,CL_344,Clothing,Sneakers,11.0,273.44,3007.84,160.29,1244.6500000000003,STORE_40,South,No,No,Retail,26.8,95.0,113.15000000000003,41.38019309537742
ORD06164,2021-08-25,34,8,2021,TO_499,Toys,Doll,14.0,169.26,2369.64,119.44,697.48,STORE_38,North,False,No,Retail,27.3,99.0,49.82,29.434006853361694
ORD06165,2021-04-07,14,4,2021,BO_513,Books,Textbook,4.0,134.88,539.52,81.51,213.47999999999996,STORE_19,North,False,No,Wholesale,9.2,92.0,53.36999999999999,39.56850533807829
ORD06166,2022-01-17,3,1,2022,HO_833,Home,Lamp,12.0,24.13,289.56,13.57,126.72,STORE_47,South,False,No,Online,36.2,93.0,10.56,43.762950683796106
ORD06167,2023-04-09,14,4,2023,TO_155,Toys,Action Figure,13.0,47.9,622.6999999999999,36.1,153.39999999999992,STORE_25,South,False,No,Wholesale,16.3,107.0,11.799999999999994,24.63465553235907
ORD06168,2024-07-20,29,7,2024,BO_772,Books,Biography,10.0,260.52,2605.2,194.05,664.6999999999998,STORE_30,North,Yes,No,Retail,13.6,113.0,66.46999999999998,25.514355903577457
ORD06169,2024-06-15,24,6,2024,BO_345,Books,Biography,10.0,234.41,2344.1,145.54,888.7,STORE_2,South,False,No,Retail,24.7,89.0,88.87,37.912205110703475
ORD06170,2022-02-22,8,2,2022,GR_377,Grocery,Cereal,8.0,96.12,768.96,69.27,214.80000000000007,STORE_42,South,False,No,Wholesale,13.7,85.0,26.85000000000001,27.933832709113616
ORD06171,2024-10-23,43,10,2024,EL_745,Electrnics,Unknown Product,7.0,391.62,2741.34,244.77,1027.95,STORE_47,North,False,No,Online,45.7,111.0,146.85,37.49808487819825
ORD06172,2022-11-02,44,11,2022,CL_583,Clothng,Unknown Product,6.0,7.65,45.900000000000006,4.63,18.120000000000005,STORE_3,West,False,No,Retail,14.2,91.0,3.020000000000001,39.47712418300654
ORD06173,2022-03-30,13,3,2022,BO_930,Books,Biography,13.0,205.35,2669.5499999999997,125.09,1043.3799999999997,STORE_50,North,Yes,No,Retail,26.4,107.0,80.25999999999998,39.08448989530069
ORD06174,2023-02-02,5,2,2023,CL_934,Clothing,Jeans,16.0,317.9,5086.4,204.87,1808.4799999999996,STORE_26,East,False,No,Online,25.7,112.0,113.02999999999997,35.5552060396351
ORD06175,2023-05-16,20,5,2023,HO_105,Home,Lamp,12.0,244.11,2929.32,155.33,1065.3600000000001,STORE_32,East,No,No,Online,30.9,115.0,88.78000000000002,36.36885010855762
ORD06176,2021-03-15,11,3,2021,EL_317,Electrnics,Unknown Product,10.0,232.29,2322.9,118.74,1135.5000000000002,STORE_13,East,No,No,Online,17.4,98.0,113.55000000000003,48.88286193981662
ORD06177,2021-07-01,26,7,2021,GR_615,Grocery,Milk,7.0,290.73,2035.1100000000001,201.26,626.2900000000002,STORE_29,South,No,No,Retail,12.8,90.0,89.47000000000003,30.774257902521246
ORD06178,2024-01-05,1,1,2024,BO_346,Books,Comics,4.0,327.33,1309.32,173.28,616.1999999999999,STORE_27,North,Yes,No,Retail,4.3,101.0,154.04999999999998,47.06259737879204
ORD06179,2024-05-27,22,5,2024,GR_606,Grocery,Bread,10.0,433.03,4330.299999999999,274.26,1587.6999999999994,STORE_47,East,False,No,Retail,13.6,99.0,158.76999999999992,36.66489619656836
ORD06180,2022-04-09,14,4,2022,EL_464,Electrnics,Unknown Product,9.0,151.4,1362.6000000000001,100.43,458.73,STORE_38,West,False,No,Wholesale,10.4,95.0,50.97,33.665785997357986
ORD06181,2022-04-06,14,4,2022,HO_328,Home,Microwave,12.0,386.45,4637.4,241.44,1740.12,STORE_35,North,False,No,Retail,19.5,100.0,145.01,37.52361236899987
ORD06182,2023-11-11,45,11,2023,HO_990,Home,Lamp,14.0,159.1,2227.4,92.54,931.8399999999999,STORE_37,North,Yes,No,Retail,21.8,100.0,66.55999999999999,41.83532369578881
ORD06183,2022-07-01,26,7,2022,CL_738,Clothing,T-Shirt,4.0,102.54,410.16,60.83,166.84000000000003,STORE_21,South,Yes,No,Retail,16.8,100.0,41.71000000000001,40.676809050126785
ORD06184,2022-01-12,2,1,2022,HO_648,Home,Lamp,6.0,188.73,1132.3799999999999,115.51,439.3199999999998,STORE_21,East,No,No,Wholesale,23.6,89.0,73.21999999999997,38.7961638319292
ORD06185,2024-10-01,40,10,2024,BO_693,Books,Textbook,13.0,430.31,5594.03,302.87,1656.7199999999998,STORE_42,North,False,No,Retail,17.1,113.0,127.43999999999998,29.615858334688944
ORD06186,2021-11-30,48,11,2021,HO_918,Home,Vacuum,9.0,158.26,1424.34,82.16,684.9,STORE_23,South,Yes,No,Wholesale,35.6,90.0,76.1,48.08542904081891
ORD06187,2022-03-22,12,3,2022,CL_180,Clothng,Unknown Product,4.0,136.67,546.68,81.26,221.63999999999993,STORE_7,South,Yes,No,Retail,35.2,95.0,55.40999999999998,40.542913587473464
ORD06188,2023-10-01,39,10,2023,GR_947,Grocery,Bread,12.0,415.09,4981.08,253.26,1941.96,STORE_27,South,Yes,No,Retail,5.3,87.0,161.83,38.98672577031487
ORD06189,2023-06-07,23,6,2023,TO_451,Toys,Puzzle,13.0,402.96,5238.48,270.84,1717.56,STORE_47,West,False,No,Online,19.9,99.0,132.12,32.78737343656939
ORD06190,2021-08-25,34,8,2021,TO_400,Toys,Action Figure,6.0,83.85,503.09999999999997,64.45,116.39999999999992,STORE_10,North,No,No,Wholesale,1.3,100.0,19.399999999999988,23.136553369111496
ORD06191,2022-01-29,4,1,2022,CL_627,Clothng,Unknown Product,13.0,263.9,3430.7,191.98,934.96,STORE_2,East,Yes,No,Retail,24.7,114.0,71.92,27.252747252747255
ORD06192,2024-10-11,41,10,2024,EL_549,Electrnics,Unknown Product,7.0,196.3,1374.1000000000001,153.94,296.5200000000002,STORE_8,East,Yes,No,Online,21.5,94.0,42.36000000000003,21.579215486500267
ORD06193,2024-03-13,11,3,2024,GR_341,Grocery,Bread,11.0,384.77,4232.469999999999,255.3,1424.1699999999992,STORE_29,East,No,No,Wholesale,22.5,93.0,129.4699999999999,33.64867323336018
ORD06194,2023-10-26,43,10,2023,HO_493,Home,Blender,12.0,109.84,1318.08,55.4,653.28,STORE_43,East,Yes,No,Retail,22.2,91.0,54.44,49.56300072833212
ORD06195,2021-07-31,30,7,2021,BO_136,Books,Novel,13.0,466.17,6060.21,262.32,2650.05,STORE_50,West,False,No,Retail,30.0,92.0,203.85000000000002,43.72868266941245
ORD06196,2023-05-17,20,5,2023,HO_666,Home,Blender,10.0,400.58,4005.7999999999997,250.28,1502.9999999999995,STORE_22,South,Yes,No,Retail,26.4,100.0,150.29999999999995,37.52059513705127
ORD06197,2021-05-10,19,5,2021,EL_648,Electronics,Laptop,5.0,61.16,305.79999999999995,37.44,118.59999999999997,STORE_36,North,False,No,Retail,33.2,83.0,23.71999999999999,38.78351863963374
ORD06198,2021-01-09,1,1,2021,EL_945,Electronics,Smartphone,11.0,471.09,5181.99,261.43,2306.2599999999998,STORE_9,West,False,No,Retail,28.8,104.0,209.65999999999997,44.505296227897
ORD06199,2024-07-30,31,7,2024,EL_815,Electronics,Headphones,9.0,246.16,2215.44,177.09,621.6300000000001,STORE_2,South,Yes,No,Retail,31.3,105.0,69.07000000000001,28.05898602534937
ORD06200,2023-08-24,34,8,2023,CL_617,Clothing,T-Shirt,10.0,484.27,4842.7,344.83,1394.4,STORE_44,South,No,No,Wholesale,20.3,108.0,139.44,28.79385466785058
ORD06201,2024-10-06,40,10,2024,GR_227,Grocery,Milk,8.0,325.56,2604.48,216.3,874.0799999999999,STORE_2,West,False,No,Retail,28.6,97.0,109.25999999999999,33.56063398451898
ORD06202,2023-09-18,38,9,2023,EL_559,Electrnics,Unknown Product,10.0,396.0,3960.0,219.18,1768.1999999999998,STORE_49,North,False,No,Retail,19.7,116.0,176.82,44.65151515151515
ORD06203,2021-11-16,46,11,2021,GR_129,Grocery,Bread,18.0,325.8,5864.400000000001,184.73,2539.2600000000007,STORE_13,North,False,No,Retail,25.6,94.0,141.07000000000005,43.29957028852057
ORD06204,2024-01-19,3,1,2024,HO_113,Home,Vacuum,12.0,97.37,1168.44,60.86,438.1200000000001,STORE_28,South,No,No,Retail,15.5,117.0,36.51000000000001,37.49614871110199
ORD06205,2023-01-26,4,1,2023,EL_768,Electrnics,Unknown Product,14.0,153.89,2154.46,117.01,516.3199999999999,STORE_31,West,Yes,No,Retail,19.9,97.0,36.879999999999995,23.965169926570923
ORD06206,2024-12-08,49,12,2024,GR_331,Grocery,Cereal,9.0,193.71,1743.39,108.82,764.0100000000002,STORE_12,North,No,Yes,Wholesale,34.7,104.0,84.89000000000003,43.82324092715916
ORD06207,2023-05-20,20,5,2023,EL_895,Electrnics,Unknown Product,9.0,167.97,1511.73,125.34,383.6700000000001,STORE_32,West,Yes,No,Wholesale,34.4,97.0,42.63000000000001,25.379532059296306
ORD06208,2024-05-31,22,5,2024,EL_273,Electronics,Smartphone,10.0,42.39,423.9,29.02,133.7,STORE_16,South,No,No,Retail,7.8,85.0,13.37,31.540457655107335
ORD06209,2024-01-27,4,1,2024,CL_473,Clothng,Unknown Product,10.0,37.64,376.4,22.34,152.99999999999997,STORE_2,West,Yes,No,Retail,22.5,92.0,15.299999999999997,40.64824654622741
ORD06210,2023-07-04,27,7,2023,HO_151,Home,Microwave,15.0,29.15,437.25,22.92,93.44999999999999,STORE_40,South,False,No,Retail,16.7,87.0,6.2299999999999995,21.37221269296741
ORD06211,2023-12-27,52,12,2023,GR_861,Grocery,Eggs,12.0,366.67,4400.04,249.28,1408.6799999999998,STORE_45,East,Yes,No,Online,26.8,90.0,117.38999999999999,32.01516349851365
ORD06212,2022-12-26,52,12,2022,HO_847,Home,Blender,7.0,157.56,1102.92,120.58,258.8600000000001,STORE_7,South,False,No,Retail,21.1,92.0,36.98000000000002,23.47042396547348
ORD06213,2024-03-02,9,3,2024,EL_959,Electrnics,Unknown Product,9.0,87.28,785.52,62.3,224.82000000000005,STORE_4,South,Yes,No,Retail,28.1,98.0,24.980000000000004,28.62053162236481
ORD06214,2024-02-11,6,2,2024,BO_129,Books,Biography,9.0,441.04,3969.36,227.6,1920.96,STORE_36,West,False,No,Retail,20.9,109.0,213.44,48.39470342826048
ORD06215,2024-10-09,41,10,2024,BO_387,Books,Comics,9.0,403.13,3628.17,204.85,1784.5200000000002,STORE_5,West,No,No,Retail,19.3,107.0,198.28000000000003,49.185126386029324
ORD06216,2022-05-28,21,5,2022,EL_179,Electrnics,Unknown Product,8.0,51.05,408.4,36.26,118.32,STORE_26,North,Yes,No,Retail,25.6,104.0,14.79,28.971596474045054
ORD06217,2021-07-30,30,7,2021,TO_480,Toys,Doll,8.0,477.19,3817.52,251.77,1803.36,STORE_27,South,No,No,Wholesale,10.7,102.0,225.42,47.23904524403277
ORD06218,2021-11-19,46,11,2021,BO_849,Books,Textbook,11.0,55.37,609.0699999999999,41.3,154.76999999999998,STORE_3,West,No,No,Retail,19.8,96.0,14.069999999999999,25.410872313527182
ORD06219,2024-02-12,7,2,2024,EL_914,Electrnics,Unknown Product,10.0,29.77,297.7,17.34,124.29999999999998,STORE_38,East,No,No,Online,29.3,106.0,12.429999999999998,41.75344306348673
ORD06220,2023-01-17,3,1,2023,EL_438,Electronics,Smartphone,12.0,198.62,2383.44,130.94,812.1600000000001,STORE_24,North,False,No,Retail,22.7,101.0,67.68,34.07511831638305
ORD06221,2021-06-28,26,6,2021,BO_539,Books,Novel,13.0,498.08,6475.04,372.62,1630.9799999999996,STORE_39,West,No,No,Retail,8.9,99.0,125.45999999999997,25.188724702858973
ORD06222,2023-05-09,19,5,2023,BO_437,Books,Novel,12.0,475.56,5706.72,378.14,1169.04,STORE_22,South,Yes,No,Retail,13.4,104.0,97.42,20.48532256707881
ORD06223,2024-06-19,25,6,2024,CL_661,Clothng,Unknown Product,8.0,6.83,54.64,5.37,11.68,STORE_37,North,Yes,No,Retail,24.8,110.0,1.46,21.37628111273792
ORD06224,2024-05-10,19,5,2024,GR_891,Grocery,Cereal,9.0,177.01,1593.09,102.41,671.4,STORE_42,East,No,No,Retail,24.4,102.0,74.6,42.144511609513586
ORD06225,2024-03-02,9,3,2024,HO_384,Home,Vacuum,11.0,297.77,3275.47,230.01,745.3600000000001,STORE_4,North,No,No,Retail,18.5,105.0,67.76,22.75581824898412
ORD06226,2024-06-16,24,6,2024,GR_856,Grocery,Cereal,9.0,386.41,3477.69,261.31,1125.9,STORE_43,West,Yes,No,Online,28.3,95.0,125.10000000000001,32.374938536787354
ORD06227,2022-02-27,8,2,2022,CL_141,Clothing,T-Shirt,9.0,225.38,2028.42,141.15,758.0699999999999,STORE_6,South,False,No,Online,27.1,95.0,84.22999999999999,37.372437660839466
ORD06228,2022-04-11,15,4,2022,CL_508,Clothng,Unknown Product,7.0,173.68,1215.76,133.2,283.3600000000001,STORE_47,East,Yes,No,Retail,37.7,101.0,40.48000000000002,23.307231690465233
ORD06229,2021-03-14,10,3,2021,CL_323,Clothng,Unknown Product,13.0,211.48,2749.24,152.85,762.1899999999998,STORE_19,East,No,No,Retail,13.0,100.0,58.62999999999999,27.723661811991672
ORD06230,2023-09-29,39,9,2023,CL_338,Clothng,Unknown Product,9.0,86.38,777.42,54.51,286.83,STORE_17,North,Yes,No,Wholesale,20.4,100.0,31.869999999999997,36.89511460986339
ORD06231,2021-03-20,11,3,2021,BO_351,Books,Comics,11.0,177.97,1957.67,124.87,584.0999999999999,STORE_15,East,False,No,Retail,25.7,116.0,53.099999999999994,29.83648929594875
ORD06232,2023-12-21,51,12,2023,GR_748,Grocery,Bread,7.0,486.34,3404.3799999999997,284.88,1410.2199999999998,STORE_5,South,False,No,Retail,8.0,95.0,201.45999999999998,41.42369535715754
ORD06233,2021-11-10,45,11,2021,TO_723,Toys,Doll,10.0,328.38,3283.8,203.17,1252.1000000000004,STORE_41,South,Yes,No,Retail,4.7,116.0,125.21000000000004,38.129605944332795
ORD06234,2022-01-11,2,1,2022,BO_113,Books,Novel,10.0,219.01,2190.1,158.71,602.9999999999998,STORE_44,East,Yes,No,Online,10.3,103.0,60.299999999999976,27.532989361216377
ORD06235,2021-05-05,18,5,2021,BO_436,Books,Novel,12.0,427.89,5134.68,314.06,1365.96,STORE_28,East,Yes,No,Retail,8.6,98.0,113.83,26.602631517446074
